,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
EGFR_N771_P772insL,-0.5298535,-0.09531225,0.22815478,0.17657627,-0.061040215,-0.10617289,0.036323864,-0.31895414,0.17610931,0.23583631,0.20798036,1.9018371,0.4041972,0.32576683,-0.03040331,0.24275698,0.1264821,0.029625745,1.4988202,-0.14131266,1.3907923,0.070249684,-0.33540955,-0.3922337,-0.055508614,-0.1753093,-0.28863156,-0.8874412,0.0044296086,-0.17108089,-0.30886954,-0.042867675,0.6046736,0.18683255,-0.66725135,0.3054458,0.26291865,-0.35416675,0.010417635,-0.58559966,-0.34135637,-0.15313868,0.014971549,0.015199365,0.35247955,-0.8319178,0.61133134,0.8241747,0.34596992,0.28930834,-0.10489853,-0.20528038,-0.605121,-0.32106957,0.23899555,0.3248873,0.18034205,-0.07676455,-0.2650276,1.2564678,0.21046181,-0.1409752,-1.2444123,0.11764284
EGFR_D770_N771insG,0.69572437,0.24409945,0.06819772,-0.37780786,-0.5557312,-0.033717856,0.05173214,0.12040812,-0.15363629,0.15764682,-0.50952005,0.28265777,-0.23688607,-0.5669867,0.16558737,-0.43743232,0.17450678,0.4793113,-0.14592703,-0.3061086,0.022760393,-0.2293434,0.09246477,-0.19042005,-0.46285653,0.37095052,-0.7049997,-0.20547606,-0.25425196,0.42082345,0.17144363,-0.024505548,-0.45437756,0.16373342,-0.5864013,-0.24271844,0.66546094,0.004972363,-0.3689276,0.07693378,0.13328432,0.04263013,-0.10088316,0.3011463,-0.38287744,0.0896384,-0.17648678,-0.21686383,-0.02910379,0.869077,0.27705187,0.062183626,0.26701987,0.24990907,-0.9996836,0.50957483,-0.13199714,-0.48649582,0.11335115,-0.044025708,-0.13047461,0.23286244,-0.2618076,-1.5002906
EGFR_S768_D770dup,0.19076124,0.52969563,-0.323711,-0.00035438905,-0.06681342,0.59804523,-0.39907023,0.18559052,0.14959522,0.024600713,-0.24224636,-0.41259795,0.115583375,0.005996319,-0.537574,0.7218173,0.5464652,0.011184864,0.09775035,0.43011346,0.9359325,-0.92996746,0.27089003,-0.037251186,0.10069664,-0.42589638,0.31681192,0.44064787,-0.37563694,-0.041636247,0.2249347,-0.16178495,-0.39951,-0.16171685,0.38308898,-0.49484387,-0.1328087,0.13117732,0.1341588,-0.7326793,-0.78344136,0.12285327,-0.11753252,0.049716305,0.768499,0.123185046,0.20086086,0.03520536,-0.030741304,-0.4562548,-0.15301777,-0.19943635,-0.05180279,-0.19690831,-0.09459838,-0.18013863,-0.8159148,0.018081287,0.11966258,-0.30864727,-0.29390985,0.07490848,0.030327244,0.053575955
Sotorasib,-0.12876306,0.5695287,0.30894658,0.601423,0.19244154,-0.022192756,-0.72481203,0.6107636,-0.44004145,0.20183791,-0.12520087,0.037630413,-0.25432417,0.9517479,-0.10759171,-0.040765464,0.12440061,-0.12979646,1.5926596,-0.06115809,0.10696401,-0.23439586,-0.9923036,-0.12158479,0.34489444,0.6443609,0.034053437,-0.17146942,1.0084039,0.16155627,0.31340668,-0.3532536,-0.0005616972,0.46810374,-0.02686958,0.12730925,-0.44938436,0.0097880345,-0.38402888,-0.22901452,0.034543224,0.2828878,0.25937003,0.8687358,0.17368717,0.91825324,0.043092042,-0.13301481,-0.11285779,1.063479,0.058831632,0.051849984,0.27587757,-0.3234705,-0.6407511,0.17082188,0.29421896,-0.008696142,0.010972077,-0.16431044,0.09539457,-1.008316,0.044894416,0.16165128
NTRK1,0.66837466,-0.5040353,0.5160755,-1.6777911,-0.17581569,0.10146915,-0.5754961,0.035872903,0.27930355,-0.0036119984,-0.20586284,0.29330313,-0.58426285,0.800916,0.1950477,0.13602306,0.50822484,0.30077028,0.7854341,-0.95110434,-0.42684087,-0.5625569,0.04614004,0.31105787,-0.06559208,0.16760015,0.14192902,0.031680487,0.27664387,0.111959904,0.6362625,-0.77599657,-0.15088126,0.1196062,0.24622531,-0.30711862,0.19579403,0.64327055,0.01838794,0.30336466,-0.26083896,-0.811566,0.2648347,-0.2546082,-0.02785706,-0.69474304,-0.3446682,-0.7165997,0.49826148,-0.013970998,0.02566641,-0.3878479,0.075176954,0.10636224,0.25073707,0.050635997,-0.496132,0.25531718,0.29790053,0.39587376,-0.27845356,0.18535703,0.29600787,0.27092147
NTRK1_G595R AND  G667S,-0.04472463,0.2740032,0.2634981,-0.50611085,0.937049,-0.3663123,0.43232572,0.06286706,0.9745771,0.34522182,-0.13148366,-0.59252083,-0.035126943,-0.22112243,-0.23218389,-0.01925219,0.23610863,0.04650236,-0.47604495,0.039907888,-0.2143086,-0.02666398,-0.23566702,-0.056918465,-0.23924232,-0.23412639,-0.569789,-0.24101692,0.26619482,0.36001572,0.026303027,-0.18227528,0.2534086,-0.00085027644,-0.29564264,-0.11613296,-0.2190239,0.5564351,0.115235604,-0.09618295,-0.8301127,0.15135814,-0.46885267,-0.3146838,0.15723708,0.12924941,0.17163204,-0.095267236,0.20072193,-0.015948948,-0.029099423,1.1255054,-0.756786,0.07485014,-0.8444713,-0.1411779,0.52718574,0.24204482,0.086913444,0.61735857,0.18429507,-0.3517485,-0.35847974,0.05512773
ABL2,-0.03438193,-0.07923496,-0.2827142,0.21145739,-0.0003467223,-0.18161085,0.20077787,0.33431625,0.863181,-0.7664852,-0.015643163,-0.15947717,0.4226692,0.6769188,-0.46169668,1.3033011,0.0660747,-1.545343,0.39231762,-0.264541,0.22540136,0.13853636,-0.33207673,-0.047261447,0.56041855,0.2968482,-0.6801219,-0.04826962,0.66768426,0.7506568,-0.7010726,0.033848394,-0.24481843,1.6170675,0.6103513,0.27473217,0.13660078,-0.2753847,0.65088826,0.01916108,-0.014569235,-0.12316731,0.40439522,0.042869814,0.46476492,-0.03443386,0.1032954,0.32411635,0.6610496,-0.4157858,0.018588787,-0.0029790972,0.2829372,0.24977234,0.0076063615,0.28879496,0.3908214,1.517379,0.08923795,0.45342907,-0.29035208,0.8671044,0.17752925,0.44189575
ABL2_W469C,0.32959497,0.5285699,0.085797295,-0.12538223,-0.3328419,0.06728813,0.38890514,-0.85044485,1.1584728,0.22489356,-0.42595404,0.7011906,-0.11043447,0.49030715,-0.11756706,0.4016917,0.47427836,0.7940759,2.1976116,0.72838175,-0.09478129,0.023364656,-0.9255713,0.3956986,0.45969188,0.5712518,-0.21562693,0.04983167,0.043569867,-0.32228386,-1.1323631,-0.18669328,2.7691903,0.15911321,1.0699704,-0.37678683,-0.047016077,-0.26140147,-1.120583,0.47496805,0.026057044,0.85336167,0.032527827,0.57486093,0.37193906,0.032490313,0.6056976,-0.17804341,-0.0901418,-0.46265417,0.05041848,-0.26071635,0.6919908,1.0580789,-0.08252125,0.0032469775,-0.3445569,-0.36137098,0.36921483,0.4957826,0.33181116,-0.9963368,1.0370308,-0.40393123
ERBB2_Exon 20 Insertion,-0.50503993,0.009186356,0.06582576,-1.9716678,0.21144664,-0.19007654,-0.7147839,-0.18317156,0.8505214,0.07180744,0.10764375,0.16771679,0.4415267,-0.43042147,-0.8202881,0.82299966,-0.44820565,0.38050508,-0.034322966,0.3037319,0.02060704,-1.2384384,0.21486217,-0.7887711,0.42214647,0.4401557,0.641756,-0.36534727,-0.09826596,-0.48031774,-0.14696027,0.39450642,0.41335055,0.2195481,0.50248814,0.105266206,0.6280613,-0.3753705,-0.3241171,0.54389507,-0.1843059,0.295384,1.1767681,0.3357189,-0.2345572,0.37848404,0.58339334,-0.51270944,0.44809496,-0.21282634,0.46732193,0.8698466,0.38895682,0.89473027,0.2591902,-1.0503716,0.012952667,-0.6093269,-0.115684696,0.36796057,-0.33071908,-0.47119632,-0.26767626,-0.24386457
Trastuzumab Deruxtecan,0.4363651,-0.0040514707,-0.24834882,-1.389855,0.21061952,-0.099492215,0.49379778,-0.3973539,0.33201092,0.9686828,0.1167954,0.7066576,-0.7112731,-0.13613714,-0.13815606,0.022077011,0.3230682,-0.18406697,-0.3843249,0.42102212,0.5279718,0.30020258,0.63508207,-0.03031742,-0.45160687,-0.6618405,0.07489116,-0.2182358,0.1667209,-0.14757648,-0.26223373,0.25398132,-0.5368005,-0.19437842,0.25757894,0.5348358,-0.20416315,0.20828326,-0.061504804,0.2413888,0.086105146,-0.379097,0.14311065,-0.12511128,0.2974609,-0.018477825,-0.78703475,-0.38185495,-0.02310744,-0.74841064,-0.39727148,-0.70701385,-0.090721175,0.058543436,0.6753095,-0.4828573,0.9745283,0.23720282,0.50246525,0.30464932,-0.045819286,-0.51985776,0.020719254,-2.423122
ERCC1,-0.19664292,-0.24531151,0.81468374,1.0251305,0.33539018,0.035569992,-0.31698346,-0.4873992,-0.75692236,-0.5680891,0.4276134,0.38281778,-1.1746215,0.07271315,-0.03975371,0.2893196,0.2507396,-0.32407668,-0.05733764,0.2760685,-0.6558885,-0.40440962,0.8718663,0.101526596,0.6707087,-0.60483176,0.20666017,-0.1136784,-0.17185819,-0.31484747,-0.013911489,0.10447061,-0.20063172,0.08617938,-0.19554925,0.04769488,1.1606952,1.1833264,-0.6819818,0.23886472,0.37559688,0.26958376,-0.091894,0.14402641,0.49786407,-0.7560726,0.12181343,0.08332129,0.30258936,0.13938025,0.30718222,-0.98375237,-0.273601,0.7172418,-0.84642136,0.88474977,0.568282,0.07197969,0.31370935,-0.5937914,-0.3049451,-0.10583581,1.2909238,0.0610078
ERCC1_Underexpression,0.027816722,-0.3815438,0.37049612,0.46598032,-0.17250507,-0.2179767,0.9155277,0.6474384,2.025693,0.37769607,0.38971838,0.3928743,0.73977923,0.40961444,-0.010120616,-0.23783349,-0.09799575,-0.067358166,-0.35790744,-0.8322585,-0.36880365,-0.81820357,1.012078,-0.035812166,0.5940379,-0.34536582,-0.14944036,0.1439217,-0.36618012,-0.5513077,0.46874738,-0.26468664,1.1478299,0.16104579,-0.23772338,-0.20520774,-0.01506853,-0.40058115,-0.17785099,-0.13143407,-0.9019849,-0.7558567,-0.6129611,-0.2291136,-0.52235097,0.22601713,-0.03348088,-0.31276593,0.08785781,1.9940817,-1.1107665,1.415947,0.88604605,-0.20557508,0.6894617,0.42994294,0.24617893,-0.2418594,0.050223526,0.5196164,-0.950878,1.4384652,-0.36978936,-0.050094504
EML4::NTRK3,1.0902039,1.9173342,-0.39245522,0.8017,0.26913851,0.13277677,0.28937536,0.098903835,-0.34411448,0.24952945,-0.023416378,-0.3088952,-0.7348798,-0.019353772,-0.010482847,-0.12582526,0.20151436,0.25759664,0.24838969,0.03402564,-0.020559937,-0.07075967,-0.15175053,-0.38595507,-0.33177757,-1.661375,-0.17812961,-0.42325,-0.20620465,0.013080072,-0.53752667,-0.54174393,0.14844473,-1.0019715,-0.74438536,-1.6970907,-0.09538835,0.27302188,-0.20125082,0.65900993,0.32108375,-0.5778588,-0.34753948,0.2677135,-0.306661,0.0051547596,0.808776,-0.0541564,-0.16061671,0.19965109,0.06107577,-0.26752198,0.9185016,0.16815074,0.13336809,-0.5215073,-0.49270284,0.5373831,-1.2084373,-0.103537224,-0.2313547,-0.22501022,0.22641887,1.4019322
EML4::NTRK3_Fusion,-0.08322089,-0.053136602,0.5464625,0.9146568,0.011083618,0.19173114,-0.20070052,0.027587304,-0.07803614,0.09898594,0.021516806,0.3283792,-0.17188464,-0.044506583,-0.13862826,0.25064576,-0.2819888,0.2978707,0.042392753,-0.024549358,0.13283941,-0.24131231,-0.09546671,-0.07840962,-0.34942263,0.11149756,0.40097463,-0.056625508,-0.10367422,-0.14434934,0.025308024,-0.010540744,-0.14637102,0.06307679,0.155523,0.24531783,-0.21692465,0.1552353,0.43162057,-0.09527898,0.28402126,-0.23100767,0.038259424,-0.016514232,-0.2800814,-0.16487513,-0.0011981488,-0.3036862,-0.3388443,0.13036199,-0.045038585,0.17301117,0.06887378,0.32660115,-0.22125733,-0.21800278,-0.061008684,-0.03282483,-0.15651852,0.08739823,-0.4593879,-0.058335334,0.28257486,0.04436493
VOPP1::EGFR,-0.35685173,0.79671526,-0.20203565,-0.632882,0.089053474,0.8924118,0.8984991,0.37237734,0.79323107,-0.4078675,-0.6887366,-0.06986382,-1.097187,-0.9412642,0.42388642,-1.4803175,-0.06465869,0.19329025,1.3835608,-0.3896793,1.1480277,-0.727424,-0.64311916,0.787579,-0.11658193,0.41517347,0.1876409,-0.10543039,0.5117486,-1.3023912,-2.1773982,0.9388115,1.0459349,0.67130315,0.4624347,-0.9199084,0.48024523,0.2460544,-0.25277078,0.48999673,1.302436,0.798822,-0.074154064,0.42742267,0.48834544,-0.064210996,0.2530272,0.024458492,-0.9930011,-0.62443715,0.84237295,0.49857232,0.62520504,-0.4888599,-1.8154145,-0.27427912,0.25459558,0.058171384,-1.1391706,0.21713173,-0.26611322,0.9902934,0.28723475,-0.44846928
VOPP1::EGFR_Fusion,-1.4605509,-0.098057196,-0.8448977,-0.3793941,-0.07032427,0.031130932,1.1419697,-0.41434577,-0.031732652,-0.010385596,-0.38068333,1.1069484,-0.007923821,0.23260936,-1.5849484,-0.20499673,-0.6611207,0.12500374,-0.75371575,0.36328095,-0.8012133,0.28301868,-0.058229882,-0.53709006,0.5051307,-0.09774202,0.25717074,-1.308998,0.080339365,0.1814718,-1.0412289,1.082013,0.06541027,0.37741095,-0.15734592,-0.29173684,-0.1879002,-0.55507886,0.14279114,-0.9110792,-0.590713,2.2230318,-0.81714034,0.5316389,-0.02994052,0.27375698,-0.29269034,0.24143292,-0.6021045,0.1777401,-0.008147393,0.7589751,-0.1222196,-0.3992802,-1.0004561,-0.12600377,-0.28803098,-0.8802223,-0.097030915,-0.14315218,0.13220441,0.33053136,0.123149924,0.019220935
EGFR::PURB,0.35272086,-0.114935905,0.3642597,-0.30037397,-0.35957623,-0.11482976,0.18391517,-0.25769338,0.45046917,-0.29916695,-0.20848663,0.23823784,1.6265552,0.8779799,-0.5515381,-0.1852583,-0.15420653,0.20420666,0.711533,0.2099115,0.16332717,0.3109685,-0.25119218,0.016153965,0.051700324,-0.7374461,-0.24843988,0.19131795,-0.22769928,0.4528078,0.2565949,-0.35228887,0.18040203,0.23734894,-0.1981847,-0.07568383,-0.13580912,-0.10134943,0.1913197,-0.5356891,0.50510514,0.15865655,-0.024242165,0.5063565,-0.1010732,0.26186267,-0.119614564,0.109872356,-0.11029784,0.49833706,-0.49454316,1.6322234,0.002801927,0.24704754,0.8019091,0.18717672,-0.6156554,-0.14803985,1.6085243,-0.2782773,-0.8823108,0.34778556,0.36362973,0.09013439
EGFR::PURB_Fusion,-0.22990619,-0.101739034,2.1172588,1.2603413,-0.20500378,0.38783732,0.3536927,0.3938784,0.71211547,-0.483591,-0.090812884,-0.16778538,0.21972966,-1.3167797,0.15410158,1.0302687,-1.3798592,0.31167984,-0.67340463,0.30858797,-0.060842365,-0.08414526,0.17931835,-0.34253317,-0.14447542,-0.8114804,0.9300675,0.6946577,-0.51826304,0.45689377,-0.28556824,-1.3357185,0.44430184,0.3216483,-0.75310445,-1.3220843,-0.5253006,-1.2164257,0.19132465,0.3793337,-0.07680728,0.4070028,-0.5099829,0.3606014,0.45756695,-1.1097641,-0.50929165,0.28185913,0.2344499,-0.06870848,0.9011994,0.63665223,-0.24654676,0.70073295,-1.3073287,0.0353761,0.0004706215,0.039255556,0.37572935,-0.54651976,0.06459733,-0.5858301,-0.1566943,0.16498679
KIF5B::EGFR,0.022782441,0.24840419,0.13375358,-0.24015816,-1.1234788,-0.38394785,-0.035772037,-0.13045268,0.65094155,0.1542499,0.024982072,-0.39928815,-0.1704529,-0.11992913,0.006073009,0.1720639,0.2999175,-0.19868475,0.683997,0.04005856,0.7174702,-0.9762145,-0.3735812,0.28109318,-0.041591283,0.18373516,-0.72940737,-0.17703106,0.0716184,0.019852482,0.0133457,-0.13820595,-0.2657338,-0.09560071,0.27387327,-0.16025634,0.19882485,-0.6565333,0.055426944,-0.03554485,0.6821319,0.15858167,0.036157392,0.21630174,-0.20790406,-0.82383966,-0.2856716,0.15624154,0.14346015,0.39028618,-0.21144462,-0.089567825,-0.13333535,-0.31484184,0.17627291,-1.0292004,-0.8549557,-0.1491791,0.19534315,-0.33336532,0.021690352,0.08566661,-0.1216373,0.024201455
KIF5B::EGFR_Fusion,-0.47837818,0.6084421,0.6340527,0.46900415,-0.20579031,-0.42187682,-0.22121605,0.86640626,0.19384661,-0.08540912,-0.0838509,-0.28102228,0.49629664,1.0002869,0.0118110785,-0.1123769,0.26627484,-1.5796434,-0.14932114,-0.4555334,0.19861992,0.19135061,-0.17216085,-0.20341426,0.21515173,-0.0013471657,-0.22085734,-0.26210794,0.19786558,0.21028587,-0.75789416,0.0803757,0.18344316,-0.057562817,-0.27340233,0.57001644,-0.4648526,-0.7023282,-0.60427654,0.46822932,-0.42522624,-0.12897281,0.29790214,0.43765116,-0.06716044,-0.10339842,0.44230562,2.3726106,-0.03921531,-1.0409684,0.10072687,0.79163045,0.38965648,0.9349915,0.13349365,-0.40501574,-0.18106192,-0.2093942,-2.0575912,1.3132737,-0.32295433,1.6488531,-0.18784985,0.7405619
Amivantamab,0.8685596,0.10368855,0.80342525,0.3063342,0.17176528,-1.2255843,-0.5792675,0.6666079,-0.3172126,-0.864752,-0.19947675,0.45108968,0.10122364,-0.64360714,-0.6379763,-0.7193155,-0.17046794,-0.6108266,0.3722511,-0.1754778,0.18693376,0.36903352,0.36418518,0.98001355,0.34128672,-0.021690587,-0.45358676,0.15329197,-0.5596811,0.67973214,-0.5111195,-0.16274455,-0.20739922,-0.45090428,0.066082686,-0.20119822,-0.82794285,-0.037919715,0.009140643,-0.3912539,-0.5525051,1.335005,0.03703888,-0.08506136,-0.04563784,0.6231384,0.24359713,0.7032408,-0.77192396,-0.5942835,0.2851717,-0.1995108,-0.3991083,-1.1748016,0.21289559,0.5527128,0.013992392,-0.3042759,0.0267273,-0.05970941,-0.15444008,0.24094078,0.018668314,-0.025126025
Mobocertinib,0.61812824,0.14607666,0.16274115,0.94750947,-0.19056407,-0.2271932,0.25704825,1.0828317,1.2774495,-0.45970803,0.32497394,0.39416063,0.034922697,0.7697916,-0.20545287,-0.87515664,-0.103257425,0.32725453,0.66217864,-0.24153897,0.30084527,-0.15214267,1.0975285,1.2294852,-0.5354158,0.9206628,0.013550422,-0.46087217,-0.36835477,-0.4588604,0.20189315,-1.3377695,1.1774942,0.045762856,-0.03730173,-0.34656587,-0.4276368,-0.0437434,-0.12856986,-0.7309174,0.046014275,-0.96042573,-0.022566864,-1.2823334,0.10125835,-0.03546914,-0.30927837,-0.086511016,1.4060553,0.31522804,0.7392184,-0.9823932,0.11953913,0.37338856,0.8991282,0.559945,-0.0009293208,-0.4579333,-0.5664193,-1.0112262,0.221904,1.03548,0.1559574,0.91657007
EGFR_S768I OR  G719A OR  L861Q,0.32454717,0.47375384,-0.43086925,-0.124798715,0.5043454,1.1964527,0.08534988,-0.021419264,-0.015931189,-0.09789162,0.043187153,0.030096967,-0.015200466,-0.07494707,-0.016104033,0.7913614,-0.15850997,0.077291384,0.29838902,-0.6429243,0.17996626,0.16279417,-0.14546908,0.2653711,0.06835326,-0.24676734,-0.30793822,0.05572452,-0.417895,-0.032280218,0.12533678,0.0072564255,-0.1577163,0.20903471,0.08650401,0.14944899,0.23982051,-0.063741945,-0.0908134,0.30267376,-0.11999739,-0.28877363,-0.079267696,0.097032934,-0.68126255,-0.20834671,-0.44431308,-0.53360003,0.13054027,-0.059008077,0.041355476,-0.24098732,0.07272663,0.031518772,0.56116605,0.083701566,-0.080327325,-0.8439039,-0.13262744,-0.5508532,0.13325527,0.16970083,0.061441675,0.063962355
Pralsetinib,0.17142402,0.22951365,-0.0713583,-0.6763433,0.1694766,0.7953096,-0.44105828,-0.17967342,0.1068154,0.024545634,0.038221758,0.19067073,-0.19781132,0.2409954,-0.11359171,0.28362283,0.14251664,0.014809504,0.29773647,0.121350475,0.07863948,-0.3079312,-0.20717019,0.14542761,-0.7429317,0.17746931,-0.3098165,0.008424656,0.0047602216,0.085990645,-0.0566797,0.26212594,-0.25870937,0.15245779,0.4589279,0.17652014,-0.17905346,0.0037355693,0.7351492,-0.24669749,-0.1394887,-0.31688106,0.41785544,0.2652862,0.25852048,0.10022287,0.31562844,0.4591154,-0.19724146,0.018255249,-0.07453118,0.43594646,-0.1802537,0.04069673,0.45453444,0.45459983,-0.1666127,-0.12286767,0.0174901,-0.7190751,-0.14187454,0.21296395,0.16734397,-0.20257743
Ramucirumab,-0.5295369,-0.6924508,0.14910167,-0.36148342,0.88396627,0.07310627,-0.84516966,0.082952656,0.49671105,-0.069207326,0.6681184,0.39536175,-0.5105574,0.15709995,-0.28358644,0.9988837,0.015838332,-0.3249439,0.023602778,0.61859757,0.19138494,0.9775875,-0.17220221,0.41606188,-0.17616478,0.08088935,-0.11930606,-0.2626077,-2.2870522,-0.20164986,0.35335934,-1.0320622,0.49123955,0.42905182,-0.11072013,0.07620773,-0.18674193,-1.3648536,-1.0961078,-0.23138122,-0.034140423,-0.54294735,-0.37369725,0.54473585,-0.07737306,0.3369788,0.33293766,0.28199348,0.8866905,-0.3022656,-0.24592367,-1.204962,0.47636515,0.78246313,0.25865236,0.40373296,-0.6059948,-0.44638705,-0.54504037,-0.10237705,-0.48996767,0.00724634,-0.90776443,-0.5298826
NTRK3,0.10506072,-0.753526,0.16582479,0.0973936,0.74465173,-0.16540474,-0.27378747,-0.5496451,0.29650748,0.6294622,0.35593697,1.1873542,-0.40160635,0.16551422,0.28104052,-0.7345326,0.5499377,0.29340088,0.17683175,-1.2324928,-0.21652125,-0.6087283,0.045504913,-0.33018005,1.2440692,0.18557774,-0.33470207,0.04236793,0.26034847,0.19617099,0.1914542,0.27164635,0.040500343,0.20391959,1.2059762,0.102520116,0.20148641,0.31971386,0.10108589,-0.3484736,-0.36835065,-0.24920875,-0.034524955,0.3955278,0.0787758,0.13159645,0.73696715,0.078354925,-0.31020805,0.005069589,0.1309689,-0.26577404,0.7782803,-0.2074544,0.6266151,0.23032424,-0.37552,0.15717143,0.01170091,0.16470623,-0.4540123,-0.18149616,-0.034271147,0.3150546
NTRK3_G623R AND EML4:: Fusion,-0.0312984,-0.32477993,0.24401855,0.65068173,0.7936941,0.09146464,-0.058637336,0.86610305,0.5261784,-0.10615156,-0.16916065,0.2228205,-0.48682597,-0.12008439,0.4356109,0.019747442,-0.48257864,2.2479317,0.1033351,0.0718553,0.10115962,0.11859946,-0.17201468,0.009752617,-0.06891556,0.38960403,-0.30307814,0.14418678,0.35507885,-0.25094005,0.37478372,0.17011319,-0.16475156,0.40634722,-0.5518417,-0.05635557,-0.8740238,0.22410895,0.22881001,-0.44512993,0.040030573,-0.09170783,0.883828,0.98435766,-0.041619323,1.6300125,-0.005920873,0.28792027,-0.77217156,-0.4613579,-0.50360084,-0.3629313,-0.23031554,-0.16529009,0.0346541,-0.007981275,-0.09135339,0.3515862,0.07285653,-0.088979125,0.036901537,-0.18714751,0.16272487,-0.3190605
Repotrectinib,-0.45748883,-0.17883733,0.8257692,-0.6990733,0.52400094,0.26720515,0.40599844,0.5477676,0.04396657,-0.61465365,-1.2435223,-0.0092031695,-0.30301818,-0.24842456,1.6864535,-0.32540023,0.51890874,-0.4396374,-0.3407382,-0.6094895,0.052748993,0.20578213,0.25263464,1.3228421,-0.23650528,-0.8567112,-0.7245845,0.18928637,0.33358288,0.00083105185,-1.0089333,0.0045560203,-0.30349225,0.5092921,-0.084701374,-0.45482492,0.67364264,-0.22895868,-1.0503618,-0.39449322,0.11079483,0.35863507,-0.37136203,0.41243201,0.68187565,-0.04721356,0.50676554,-0.19518135,0.30369154,-0.85100603,-0.39196265,-0.04898509,-0.26137474,-1.324012,0.430257,0.6180614,-0.21125244,-0.48027354,-0.4246794,-0.2113799,-0.19219017,0.01216498,0.7227285,-0.08372207
Divarasib,0.6856753,-0.26104307,-0.2655439,0.92159903,0.1688808,0.016427789,-0.3040026,-0.2201549,0.043583725,-0.5950025,1.8795555,0.30011737,-0.9823381,0.19080998,-0.18656701,-0.006607191,0.44716826,-1.0843542,-0.41964278,0.025056187,0.49731153,0.04937774,-0.3822829,-0.45369753,-0.43422762,0.29764298,0.16999389,0.55443007,-0.2212231,-0.35101342,0.23038012,0.2822723,0.41273496,0.019940745,-0.10544721,0.15430367,0.3898226,-0.40624145,-0.4710508,0.008628566,0.5489037,-0.21471822,0.48621252,0.3457729,1.0753008,-0.254438,0.038600486,-0.25712118,0.45498952,0.13006893,0.41672575,-0.28142542,-0.25360805,-0.5063269,-0.10070322,0.1860851,0.17467688,0.5304717,-0.311999,0.25597745,-0.08920498,-1.1233745,0.34659955,0.008138129
RB1_Wildtype AND ( CDKN2A Loss OR CDKN2A Mutation ),0.027997702,0.32956073,0.114045754,0.7481272,0.18432686,-0.103322275,-0.04946617,0.25097272,0.20812939,0.067702204,0.58462006,-0.06953722,-0.02379361,-0.16604953,0.25348157,0.08897788,1.1711577,-0.17379719,-0.59439963,0.19926216,-0.12823425,-0.88268256,-0.05405789,-0.050652474,0.06948488,0.0045734467,0.2766699,0.098307155,0.11631654,-0.6092697,0.21825367,0.45006377,0.00991179,0.87583125,-0.24333295,0.20617045,-0.17523965,0.8339239,-0.24936719,-1.213914,0.26270908,0.26963046,0.22762701,0.15885456,0.042589884,-0.25518337,0.8109266,0.012445645,0.105475985,0.037747953,0.16630656,-0.37345076,-0.40500766,0.10694345,-0.25627428,0.9886838,0.038053356,-0.4778689,0.1703702,-0.30991876,0.32013103,0.123139925,-0.51954484,-0.27171224
TPM3::NTRK1,-0.6093073,0.001505454,-0.01729051,-0.08416714,0.47512317,-0.11015725,0.85934037,-0.34535468,-0.106522314,-0.44230428,0.11268626,0.41557112,0.4955582,-0.942294,0.6101736,-0.16610162,-0.23208682,-0.054128364,0.9123937,-0.09762118,0.3743684,-0.89913523,0.46101674,0.52132773,-0.41905797,1.2162056,0.021523185,-0.3081223,0.45740306,0.01722001,-0.1618163,0.43741333,0.19344531,-0.64057636,1.135344,-0.37536,-0.44608736,-0.31574753,-0.21011904,-0.10271057,-0.12263728,-0.48173633,-0.069084376,-0.08729709,0.27170724,0.23312865,-0.10534591,0.14371227,0.05334946,-0.24954821,-0.007999729,-0.3856257,-0.47129154,0.8161776,-1.2047613,-0.19064116,-0.9273541,0.21208583,1.357711,-0.09384063,-0.25183818,-0.32238263,0.07756524,0.36109352
TPM3::NTRK1_Fusion,-0.03541295,0.13791502,-0.8561073,0.121867284,-0.28789818,0.043480214,-0.1381466,-0.7044438,-0.117394626,-0.08971688,0.2611931,0.14031583,-0.01522543,-0.24248786,0.026405247,0.097526595,-0.28620923,-0.14534101,0.022186164,0.13474947,0.18525249,-0.4997663,0.4138138,-0.13596861,0.34285113,-0.16133843,0.5893092,0.56221473,0.14358424,-0.0089240465,-0.2952882,0.047603983,-0.18552057,-0.36833245,0.32403255,0.18491085,-1.0252904,0.85971546,0.64654523,0.25979906,-0.022562427,0.0010599379,-0.7633677,-0.20315562,-0.25256237,-0.48963115,0.056735925,-0.0466396,0.16070116,-0.061988067,-0.18877017,0.019048985,0.0013861322,0.061526693,-0.18384048,0.26930222,0.55545783,-0.13796495,0.70743805,-0.39423808,0.22692078,0.17604652,-0.13238952,0.2243515
