,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
PBK,-0.026461367,-0.44417733,0.23064423,0.7406343,0.21397708,-0.015454432,-0.03229068,0.44079137,-0.8709729,0.13583411,-0.48054314,-1.4232535,0.06179885,0.037747685,0.053926915,-0.18037468,-0.36300287,0.578778,-0.36840105,0.59136206,0.24448232,-0.32223973,0.34215406,-0.78326744,1.0898076,-0.40646458,0.045346472,1.3714167,-0.25623468,-0.22347967,0.3331324,-0.012547471,-0.0794261,0.899178,-0.17098618,0.24400693,-0.74365014,-2.0171757,0.6254168,0.020571183,-0.016662315,0.59212303,0.84259737,-0.0898695,0.28821927,0.0642382,0.52408963,-1.4783227,-0.5152034,0.3510029,0.3702636,0.0060906676,-0.22234263,-0.38331094,0.06406127,0.32126108,0.22765033,0.2692044,-0.73733866,-0.12088929,-0.26828748,-0.11123148,0.12835886,0.122985326
PBK_OVEREXPRESSION,-0.43451738,0.24866782,-0.30277434,-0.12302014,-0.120690815,-1.1705036,-0.38166338,0.00025141647,0.25716022,-0.117461205,0.04377687,-0.3759505,-0.45621452,-0.3037092,0.028241772,-0.17872001,0.18173134,-0.30671868,-0.09258914,-0.5426953,-0.899528,-0.49716666,0.062218584,0.8510197,0.5335997,-0.13454884,0.49278137,1.4043403,-1.2471222,-0.12739334,-0.11794013,-0.42732227,-0.38956815,-0.5799318,0.08479043,0.33317095,-0.71265554,0.76061475,-0.19160263,0.57210296,-0.2577067,0.1281314,-0.11781276,0.57539356,-0.30380344,-0.7948754,0.21860863,-0.5257382,-0.14852384,0.1655649,0.1112066,0.70904297,-0.17489727,-0.054930374,-0.18032122,0.39594847,0.012021364,-0.009892423,-0.29212174,-0.09052626,-0.22232272,-0.667684,-0.18084233,-0.8079325
SMARCA4,0.13301928,-0.30540717,-0.3244197,0.2297694,0.9576181,0.20698436,0.07521178,-1.0213987,0.5364923,0.012614578,0.35384893,-0.07514422,0.9276215,0.14386334,0.16533284,-0.30514055,-0.5665418,-0.2656012,-0.13703573,0.9792446,-0.050770316,0.11197922,-0.9335525,-0.18985432,-0.13790227,-0.010171686,0.26465508,0.25592017,-0.23234224,0.050144207,-0.10964731,-1.0766813,-1.4250677,-0.17512003,0.03116702,-0.53166926,0.50461805,0.7227006,-0.4242436,-0.65911317,0.1927287,-0.26667175,-0.48655546,-0.18705809,0.3380813,-0.14374375,-0.6260488,-0.27143717,-0.31500405,-0.45401153,0.22012211,0.013487179,-0.10760268,0.6548695,-2.0160089,0.5851528,0.1534801,0.16819471,0.94108796,1.4609988,-0.044078942,-1.7830406,-0.1992499,0.4857568
SMARCA4_Underexpression,1.0854136,-0.6902953,-0.5653148,0.12555973,-0.5053932,0.21810976,-1.5768842,0.19738452,-0.0074931355,0.02184859,-0.18436478,0.6368573,-0.10502855,0.21805461,-0.26529616,-0.06791761,-0.42379487,-0.09717313,1.2668881,-0.028239455,0.08995777,-0.3661834,0.3241109,0.5952988,-0.51775056,0.03109901,0.03919066,-0.23135538,-0.7901533,0.52292776,0.0105036665,-0.14952743,-0.51798594,0.75876915,-0.16771802,0.024734773,-0.7718193,0.37219834,0.8301371,0.7094674,1.1512656,0.62969184,-0.448325,0.40390772,-0.31679636,0.7245637,-0.21912897,1.2814165,0.4174498,0.703503,-0.14927904,-0.15861699,-0.19035362,-0.076954134,-0.50186455,-2.3288896,-0.31427634,0.26552644,-0.7780155,-0.6365987,0.09350019,-0.31812486,-0.6235238,0.062043555
Luminespib,0.44702917,0.33963102,0.32283896,-0.44454506,0.17459176,0.7270632,0.5038042,0.21505551,-0.36382824,-0.06377338,-0.26588458,0.9098323,-0.76211315,0.651085,-0.13515502,-0.0206358,-0.121904805,0.087826446,-0.20170954,0.12245081,-0.26792842,-0.35462326,0.69025564,1.0603471,-0.36982545,0.8837785,0.35744897,-0.97038573,-0.022823654,0.29175684,-0.26702496,-0.13142109,-0.081940696,-0.3778324,-0.15878348,0.22887672,-1.4543719,0.1126227,1.790182,-0.13596383,0.6609119,0.3002826,0.93498415,0.25908503,0.023027437,0.96897215,-0.2023599,1.3961183,-0.60038316,0.26351732,-1.1871893,0.14280239,0.07712411,0.62201226,-0.3471591,-0.5869657,-0.13515808,0.87764156,0.69279444,0.08258897,0.5344946,-0.5650307,0.13787681,0.42011023
Ceritinib,-0.2975275,-0.8957532,0.25862342,0.36086237,0.23783532,0.3877919,0.1422628,0.52521735,-0.4484187,-1.1198909,0.6935328,0.23010662,-0.39671668,-0.44873944,0.9384683,-0.17970389,1.1525627,-0.32071304,-0.17294335,-0.36632124,-0.08825042,0.76992506,0.5215217,0.05174334,0.6089415,0.12841523,-0.19207104,0.49513298,0.45779786,0.6189141,-0.34075665,-0.2463477,0.6988075,-0.08966899,0.24795839,0.018949747,-0.041775852,-1.0288047,0.78336114,-0.41663048,1.3238041,0.2975444,-0.9612603,-0.09883965,0.43425947,-2.1113632,0.4776274,-0.20795308,0.7772533,-1.6054379,-0.879327,-0.14445212,-0.37964985,-0.2383742,0.57664603,-0.23706359,0.07687066,-1.6300532,-0.27421573,-1.0040715,-0.9310904,1.1029109,0.053849634,-0.24161226
Lorlatinib,-0.7910905,0.1642414,0.586559,1.1185638,0.18336454,0.27703303,-0.7326856,-0.24716567,0.673086,0.019573368,-0.058578968,0.87135607,0.3977495,-0.2961547,-0.44079533,1.136121,1.7995332,1.5008047,-0.0891077,0.36928648,-0.21261622,0.042257115,-0.33918393,0.6056581,0.17711422,-0.20542605,-0.44354877,0.3253429,-0.048826605,0.44857827,0.8715284,-0.12832923,-0.38945028,1.0764151,-0.4096236,-0.0073406245,-0.3347808,-0.61684984,0.06928416,-0.9263147,-0.13453647,1.0263299,-0.34391353,-0.09302901,-0.63999116,-0.30662578,0.8840723,1.1596719,-0.5343964,0.058202,0.91915053,-1.2643832,-0.2016179,-0.07126229,0.38738015,-0.47999054,1.4178379,0.021046033,-0.25512326,0.99129397,0.40065134,-0.7316368,0.0012042276,0.39446163
EML4::ALK_Fusion AND ALK L1198F AND ALK C1156Y,-0.066363685,0.24241951,0.3249038,0.4974703,-0.48849836,0.2610835,0.9720081,0.5144394,-0.065988444,0.65542597,-0.44669127,-1.5756669,-0.45309055,-0.6816211,0.38047457,0.41187274,0.7480648,0.22830912,-0.5349155,0.23023507,0.15267605,-0.11018003,0.74013215,0.060154557,-0.041127954,-0.5014021,-0.23857674,0.78006214,0.26334226,0.015647596,0.91295356,0.23885372,0.32760283,0.34657922,-0.3425824,0.5879931,0.2650427,-0.35571557,-0.14415257,0.9047669,0.21962465,-0.7560085,-0.13471596,-0.21727479,0.04548812,-0.041231208,-0.530638,-1.110216,-0.012677431,-0.20754723,-0.7728991,0.4239194,0.23382312,-0.06463079,-0.3488988,-0.3629914,0.48552853,0.63477266,0.14043196,0.3129384,0.2442945,0.6693926,0.22149809,0.51413226
AURKA,0.5961453,0.15684153,0.14611539,-1.036358,1.5593549,0.5257126,0.4257353,-0.60309523,-0.6503068,-0.27958325,0.30207545,0.29616705,-0.11429326,0.09493425,-0.2864045,-0.56899285,0.4211346,0.9110754,-0.11816599,-0.49404356,-0.8763066,-0.040204268,0.7500463,-0.5643905,-0.22103086,-0.11789222,0.055004854,0.4753368,0.015340859,0.14198977,-0.3373467,0.32387593,0.20729257,0.09210383,0.042110592,-0.35012347,0.1482439,0.73131806,0.12010772,-0.74413157,-0.23336367,-0.102268085,0.7098571,0.08911189,0.67203116,-0.013222297,-0.0065826476,-0.5953518,0.40404373,-0.7374828,0.052724034,0.26437908,-0.31950232,-1.0536937,-0.2302756,-0.016917855,0.3497501,0.2682142,-0.66402066,0.36061537,0.08676847,1.0835648,-0.10961486,-0.06896553
AURKA_Overexpression,0.35192704,-0.32763946,0.004020357,-0.12258496,0.31543946,1.2979686,0.6710128,0.10473422,0.24973468,-0.826832,-0.08317523,0.014568711,-0.5321214,0.01413238,0.3805449,0.16629885,0.14158946,0.2380501,0.24186766,-0.6134557,-0.5960553,0.033914197,-0.009302615,-0.07062546,-0.51994395,1.0255982,1.4010928,-0.062147893,1.0208278,-0.6856018,0.30076945,-0.36827263,-0.9916563,0.6523005,-0.7810685,0.15309203,-0.36757356,-0.2177208,0.06081173,-0.79084927,0.07609807,0.083580524,0.36557162,0.16630569,-1.0064378,0.3766896,-0.82862025,-0.30144504,0.1290929,-0.06319371,-1.120768,-0.10175289,-0.32412368,-0.6085915,0.082378946,-0.07621076,-0.0848296,0.8226562,0.5481455,-0.3583774,0.76859444,-0.14623922,-0.03849971,-0.3776172
BIRC5,0.9526,-0.6993433,0.06791105,0.4076239,0.45079058,-0.17118122,1.585013,0.25253853,-0.1898124,-0.08425924,0.39216492,-0.008094321,0.20707808,0.7736762,0.1483999,-0.016027192,-0.04451798,0.2135813,-0.24057299,-0.3611976,0.039105214,0.21200748,0.45455667,-0.9073836,-0.742853,-0.58574766,0.12897357,-0.9164838,0.34894818,0.087030984,-0.30115095,-0.25452465,0.2640204,0.0081487615,-0.3663254,-0.2292611,-0.37444478,0.13551845,0.47330037,-0.23654719,0.53302157,-0.21002243,-0.4710566,-0.033580523,-0.2303694,0.46778518,-1.3474145,0.18413168,0.5456085,0.16564141,0.9060728,-0.5631356,-0.73593944,0.5064131,0.24548838,0.337147,1.394775,-0.44776544,-0.16196184,-1.0172802,-0.030049697,-0.07264494,0.07249729,0.6092365
BIRC5_NUCLEAR EXPRESSION,0.77609247,-0.43249667,-0.14595056,-1.6191313,0.275404,0.21784349,-1.083412,1.475389,0.21158434,-0.69764155,-0.84931767,-0.47880334,-1.2367114,0.10613095,0.14418134,1.256495,0.25193307,0.4506072,0.44202796,-0.9458412,0.033381958,1.1523912,-0.019407278,-0.3454417,0.08211769,0.32583112,-0.3297837,-0.15903881,0.6031464,-0.0717674,-0.16113955,-0.20571883,-0.5084825,0.1408664,-0.2367354,-0.9480403,0.21647437,-0.418457,0.41677266,0.12920393,-0.42888135,0.25512818,0.19272085,0.45715576,-0.3018583,0.37367222,0.02341663,-0.2928495,0.28343433,0.79139996,0.11214925,-1.15773,-0.008421262,0.36584362,0.9605939,1.0731055,0.11629829,0.26017606,0.45516977,0.07489931,0.12960942,0.1699808,-1.0103431,-1.9847633
Taxane Compound,0.11155031,-0.079951905,0.20789,0.12899637,-0.15607765,-0.39120245,0.87611973,-0.06542796,0.31592277,-0.26676354,0.45694682,-0.054515455,-0.20138502,0.3739167,-0.09183511,-0.12785085,0.072657034,0.457672,0.18159586,0.4669769,-0.5285154,-0.035082415,-0.317254,-0.14150478,0.15853414,0.061395492,-0.12213187,-0.47101802,-1.8615321,0.6907619,0.24882643,-0.11184319,-0.38039893,-0.0877668,0.1265461,0.14830142,0.18042257,-0.040575437,0.19756281,0.5881458,-0.21682923,-0.18435304,-0.0670552,-0.23214404,0.11101518,0.4223809,-0.4098621,-0.5563293,-0.18125102,0.3712475,0.18823563,-0.73634535,-0.25014642,-0.16472508,0.34486717,-0.47849777,0.021897234,0.19866002,1.9235601,1.0912893,-0.43898118,-1.039286,-0.50415087,-0.5364444
Afatinib,0.61797863,0.8745045,-0.962723,0.8564981,-0.7677862,-1.5002066,0.095733054,0.058999196,-0.20230092,0.012963459,-1.0788302,0.261801,1.8425102,-2.0766184,-0.5286833,0.35174295,-0.36386082,0.012098733,-0.11009088,0.7388409,1.5533749,1.1305623,0.4866021,-0.69095427,1.1457238,1.1647934,-1.6227673,0.5953042,-0.6843409,0.018455885,-0.38187975,0.32522434,-0.2753166,-0.17591129,0.42067605,0.3935285,1.131662,-0.6602534,-1.0679586,-1.1354276,0.03427652,-1.045221,-0.5174531,0.13899796,0.17775509,0.8624843,0.71753204,-0.7145773,0.23184437,-0.97964036,-0.6517606,-0.040954243,0.4726927,0.7149851,-0.38990098,0.4256659,-0.29961693,-0.19497685,0.5037404,1.5599091,-0.23467293,-0.53442484,-0.28089577,0.02108061
EGFR_Exon 18 Overexpression,-0.074057154,0.8588795,-0.022776442,0.11458649,-0.050756264,-0.053342823,-0.010264246,-0.03504699,0.7221541,-0.45216465,-0.122350775,0.60602355,-0.54941434,0.0058972323,0.13414954,-0.14786595,0.53542435,-0.44024184,-0.29558873,-0.28748035,-0.85660547,-0.8348636,-0.13518171,-0.44183752,0.9258254,0.0041206065,0.016255368,-0.17956667,-0.28261498,-0.25403416,0.12382895,-0.05359506,-0.23568277,-0.65705496,0.057771485,-0.4032452,-0.32079273,1.4489413,-0.35739133,0.46166986,0.5569724,0.38973,0.048050493,0.48500633,-1.3923857,-0.0015229642,-0.23170824,-0.6812159,0.4499634,0.59751976,0.079952985,-0.9105408,1.0146729,-0.11803102,-1.0403125,0.34119284,-0.061892323,-0.45299682,0.25047463,0.26350528,-0.11111481,0.9789829,0.91315925,-0.6350662
Bevacizumab,-0.030166762,-0.84290415,-0.88170147,0.3164043,-0.6312056,-1.1624713,1.4864188,0.13644609,-0.47557992,-0.2987031,0.33641967,0.53997135,-0.51673406,0.114645675,-0.58865774,-0.1182334,0.53116775,0.112694874,-0.21997194,0.3958155,-1.3704603,-0.037862733,-0.0020334842,-0.11847331,1.727197,-0.56073207,-0.3025513,-0.12814057,-0.80215085,-0.20821555,-0.56635773,-0.24605606,-2.0745902,0.007451123,0.30529404,0.36953497,0.08337995,-0.62061745,-0.66772467,0.31038314,-0.23040064,0.3139583,-0.5508303,-0.72329766,0.002371041,0.18116009,-0.51079595,0.61904615,0.44384193,-0.61674076,0.73694503,0.60412776,0.80908066,-0.20148088,-1.4808522,-0.6703805,-0.100579076,-0.2525019,0.020149227,0.034430876,-0.028043231,-1.1463776,1.3180549,0.5608696
TYMS_Amplification,0.3714411,-0.6678206,-0.1308696,0.2354413,-0.5238494,-0.26855096,0.20287915,-0.110526845,-0.01095178,0.019010466,0.23640983,0.0371598,-0.002667813,0.21286586,-0.9211009,0.12800875,-0.09826168,0.61353844,-0.97602195,0.066805795,0.37481165,0.06395728,-0.5221294,-0.36619502,-0.82323664,0.6348383,-0.43919796,-0.62912273,0.36510125,-0.12568401,-0.17128317,-0.029476264,-0.2891782,-0.27042502,-0.108437724,-0.123231694,0.014552267,0.21596564,0.2459883,0.45822367,-1.9770441,0.067999765,0.035724685,0.26344672,0.06785706,-0.15801005,0.6325628,-0.026901014,0.16216323,0.46225762,0.29543754,-0.5765132,-0.07621865,0.26705027,-0.08385815,0.012651211,-0.22629051,0.16581655,0.49403816,-0.009576747,-0.11542209,0.16006441,-0.15731145,0.18441394
IGF1R,-0.5686557,-0.14391267,-0.728003,0.06717322,0.006709037,-0.12415958,0.024509935,-0.9897633,-0.4893605,-0.48550034,-0.06409979,-0.25748596,0.21874557,0.12679721,0.039612178,0.10057709,-0.16811003,0.013842482,0.4466704,-1.2494897,-0.98171437,-0.024165373,-0.028470417,0.2625486,-0.51102155,0.11767452,0.06846403,0.010875924,0.25461495,-0.06187193,0.014298319,-0.016556416,-0.15452714,0.40818915,-0.18031085,-0.064954706,0.108152464,0.1379199,-0.4620598,0.24935716,-0.016607815,-0.009041177,-0.03853189,-0.2306667,0.26402748,-0.040437948,-0.015401183,0.19010755,-0.22031535,-0.06642784,0.4131148,-0.19507864,1.2096885,-0.16617133,0.37532875,0.119870774,-0.013517309,0.10764165,0.10677427,0.037637252,0.5544865,-0.07157227,-0.23648962,-0.17378153
IGF1R_EXPRESSION,-0.80570245,-0.1024265,-0.08179022,-0.64931226,-0.91679764,-0.046147726,0.32273346,-0.25724867,0.010616805,0.1828026,0.72231233,-0.29404387,0.041161463,1.271555,-0.24441811,-0.02679895,-0.48166928,-0.095200755,-0.21389985,-0.11691314,-0.1889323,0.49267086,0.0763837,1.4189408,-0.5203745,0.32794484,0.09714672,-0.048576277,0.5746125,-0.23614563,-0.00797044,0.59506553,-0.21174686,-0.029646378,0.039599758,0.16730699,0.25319353,-0.010640655,-0.084210016,0.35720795,0.1649308,-0.23878586,-0.4986367,0.29760113,-0.12788317,-0.54909956,1.6545776,0.011948781,0.039581124,-0.14117788,-0.18023607,-0.27960262,0.45232052,0.19287235,0.12249673,0.4502914,0.22295928,0.62043965,0.04721831,0.6327977,0.07099709,-0.31214488,-0.28581893,-0.2483609
TYMS_Underexpression,0.2971796,0.17872903,-0.020209117,-0.70817524,-0.48435956,0.03375541,-0.91224784,0.53245735,-0.23029345,-0.14433624,0.3868254,-0.422784,-0.5050693,0.098738134,-1.2161617,-0.03637322,0.69172716,-0.8117738,-0.45468068,1.5484977,-1.3115441,0.01818351,0.43901786,-1.0753862,-0.06922358,-1.1788349,-0.8710189,-0.15691637,0.45421523,-0.8855721,-0.96349657,-0.7647133,0.024430562,0.3888828,-0.18866463,0.42974207,0.0936441,-0.40716547,0.12500805,0.5774301,0.7111032,-1.4212976,-0.22586729,-0.21818972,-0.1287699,-0.2505482,-0.6618957,0.33747518,-0.57043964,0.7680749,-0.6760039,1.2856755,-0.04589673,-1.7225409,0.05466641,0.07817996,0.41078398,-0.3378655,0.59069127,0.26486486,0.47198355,-0.5032068,0.15992947,0.22001402
EGFR_Y1092 PHOSPHORYLATION,0.29298452,-0.07899893,0.41569614,-0.3280297,-0.29036167,0.7908836,-1.1889431,0.10960552,-0.19954726,0.41739988,-0.48784238,0.19019134,-0.34431946,0.26231596,-0.074010864,0.32320297,0.47911108,-0.5578368,0.38718084,0.09195261,-0.6872418,0.38367978,-0.08223084,-0.5448462,0.36522964,-0.30610332,-0.5753039,0.36776695,0.5690768,-0.09554323,-1.8179069,-0.5281814,-0.2668643,0.34527025,-0.11473168,0.6672769,-0.5314979,0.8219673,-0.02888642,0.059543952,-0.121506326,-0.31905106,0.72248846,-0.46223456,-0.23187459,-0.23653172,-0.04013793,0.13080074,-0.53378177,0.27413207,-0.09226103,1.1431752,0.2823811,-0.15507306,0.19196647,0.32487163,0.8648702,0.29098898,0.3801196,0.6611235,-0.13579722,0.16757387,-0.38737276,0.57247984
JAK1,-0.0063455557,-0.7907052,-0.4127739,0.41903353,-0.25071892,0.4952621,-0.53945154,0.113662995,0.3259651,0.4142079,-0.3998523,0.4378697,-0.5668354,0.10094284,0.5702906,-0.3953386,0.03178001,-0.80628026,-0.46803954,0.32535568,-0.41553977,-0.2470634,-0.5185834,-0.45714337,1.037871,0.11199828,1.1746134,-0.00722724,0.079482585,1.029255,0.9486779,0.7317519,0.19441044,-0.44882825,-0.047500767,0.47606993,0.2390137,-0.5373426,-0.26363763,0.2688016,-0.11677854,-0.2124869,0.42197058,0.20966016,0.1834938,-0.35159415,0.1632264,-0.8024825,0.96185213,-0.036204737,-1.0828942,-0.052947734,0.14213991,0.094554804,-1.3857826,-0.7468661,0.34948173,0.077604964,-0.027162733,0.97823733,-0.26297352,-1.0337975,-0.25535604,0.65490353
JAK1_OVEREXPRESSION,0.20164497,-0.24687694,-0.34760144,0.12706281,-0.0033718718,0.17727607,0.48790157,0.24775249,0.5001534,0.32029894,0.041660763,-0.30433062,1.5979472,0.63320583,0.3712516,-0.2725526,0.6093353,0.47019225,-0.11042377,0.08620347,0.10129461,-0.008222957,0.9864655,0.33502096,0.7032736,0.12807427,-0.6380897,-0.050128628,-0.1634697,-0.27707037,-0.46075484,-0.20143747,-0.23522902,0.18697813,-0.42658696,2.0035112,-0.7529822,-1.1859943,0.3915805,0.06211804,0.2754008,0.82327855,-0.06354406,0.02280112,-0.30424386,0.15643694,0.5124661,0.5715983,-0.381636,-0.1502045,0.9711245,-0.20821626,-0.39932013,-0.23600447,-0.9882403,-0.53593606,0.18591763,-0.36177406,-0.07287388,-0.32097065,0.89865553,-0.4028908,-0.4526493,-0.091276355
Enzastaurin,0.16917759,-0.8310563,-0.08641163,0.14870287,-0.030525638,-0.21288551,0.07849512,0.032673683,-0.24302673,-0.113078065,-0.5129998,-0.35931566,0.1331777,0.52596945,0.14340688,0.12055441,0.15323228,0.33594772,0.6737515,-0.105935425,0.6289898,0.00012821972,0.018230878,0.011435438,-0.6018509,-0.18017702,-0.055962037,0.001438537,0.09908402,-0.02935008,-0.0042492957,0.017165262,0.039351907,0.048032027,0.3834614,-0.037640005,0.28636944,-0.28909576,0.17235643,0.04068542,-0.46122226,-0.11958533,-0.10394958,-0.23856257,-0.043642133,1.0451152,0.049908064,-0.41869617,-0.31966683,-0.1551485,-0.074875265,-0.0721734,0.063758835,0.08107028,0.07799424,-0.110954955,0.5302652,0.056489192,-0.5387654,0.112758875,-0.11288516,-0.18025886,-0.9146392,0.15133488
NQO1,1.0580138,0.26968387,-0.60111785,0.7307516,-0.09884754,-0.20383444,-0.26130864,-0.6395532,0.24329509,-0.61707306,-0.24463603,0.7718113,-0.22171439,-0.22988993,0.027119936,-0.43501398,1.1844096,0.92833215,0.048196197,0.50652546,0.47504583,0.8852201,0.89867127,0.3325023,0.34819573,-0.19957015,-0.18665828,-0.37743592,-0.33966425,0.79155403,-0.23244672,-0.12622002,0.122917,-0.34737423,-0.25123242,-1.9552655,-0.743919,0.58745956,-1.1664617,0.04603233,0.99939644,-0.20826297,-0.42512766,-0.49399856,0.16823556,-0.67523056,0.017335258,-0.33479863,-0.102616,0.14592822,-0.46884406,1.0335743,-0.3707201,0.90000224,0.24992016,0.31440508,-0.6218354,-0.6944108,0.35180596,0.29359394,0.06642963,-0.27077883,-0.03880409,0.5416348
NQO1_EXPRESSION,0.40282333,-0.06388527,0.072546996,-0.17462617,0.072403945,-0.30088645,0.11969054,-0.13243887,-0.1026481,0.0719129,-0.29539466,-0.5330201,-0.14501826,0.048008345,0.1368577,-0.01843666,-0.24608582,-0.23863563,-0.17363448,-0.008661622,-0.36541954,0.10318248,1.719796,0.3044499,0.5750182,0.18398015,0.33955544,-0.13354008,0.27379036,-0.20000921,-1.2083292,0.4836282,0.26120543,0.1400727,-0.00038233073,-0.09016716,0.23879036,0.18270506,-0.7866381,-0.12930258,-0.014199523,0.051175594,-0.5703529,-0.10840927,-0.08236355,0.21125035,-0.17200874,0.20671017,-0.21815513,-0.15297253,0.4201174,-0.4442684,0.07953504,-0.028496275,-0.17625731,0.22717877,-0.18188046,-0.04099361,-0.5446664,1.4242166,0.48467818,0.18051006,-0.06111965,-0.03470714
Amrubicin,0.20799069,-0.430659,-0.79296744,0.01952978,0.24366476,-0.2090637,0.6493783,0.8821765,-0.6069774,-0.28462604,-1.4475851,-0.17659062,0.6197758,0.22907789,-0.58651197,-0.31879553,-0.0028767087,1.2583379,-0.20701966,-0.3278747,0.092541315,-0.15884805,-1.1633329,0.15853988,0.998139,-1.3080921,1.0213362,-0.050605092,-0.9720778,-1.207061,-0.21092388,-0.124007456,-0.17477602,-0.3526448,-0.05894696,1.2773175,0.81194264,0.814897,-0.6834465,0.1490271,0.35605317,-0.050130673,0.043085083,-0.9841279,0.46802485,0.025495777,-1.1372395,1.1914662,1.0757611,-1.2640507,0.6924099,-0.30027452,0.5351923,-0.24802239,-1.034587,0.9407873,-0.51378435,0.1878759,-0.101897016,0.56837815,0.23563568,-1.0204747,-0.30797082,0.91146064
NQO1_P187S,-0.058861546,-0.21092887,0.16296491,0.054269135,-1.5006602,-0.26907936,0.24338911,-0.07786621,0.31823897,-0.0112298895,0.21258079,0.06848898,0.106984116,-0.63262194,0.30248252,-0.053272866,0.38699776,0.15713353,0.090445556,0.24100527,-0.3298902,-0.25488353,0.0025779053,0.1045392,0.37089327,0.034386884,0.13627669,-0.07612904,-0.10489047,-0.44628632,-0.55455625,-0.17178391,0.057728525,0.3971723,0.81152755,0.38244718,-0.11351898,-0.401706,-0.59112114,-0.28489763,0.033226524,-0.3804306,0.11176834,-1.0821799,-0.33604655,1.1100898,0.4747944,0.82102776,0.7755235,0.328529,0.2580809,-0.22771975,-0.33280963,0.02650187,-0.54630274,-0.07476955,-0.7474523,0.28243756,-0.24156323,-0.44342643,-0.13849352,-0.5520592,0.11781911,0.1881848
ABCB1_Overexpression,0.05879544,-0.12647493,-0.13012204,-0.32532623,-1.0306666,0.44278935,-0.36092827,0.7487651,0.3603909,-0.101603396,-0.3480312,-0.286995,0.28182837,-0.65418345,-0.2577883,-0.48123318,0.7273795,0.51305294,-0.48768643,0.15793984,0.50667673,0.48715535,0.4966005,-0.8032436,-0.39423764,-0.5091668,0.75413567,-0.04071396,-0.07348426,-0.08626436,-0.35558838,0.06958063,-0.14960417,0.26596174,0.4009675,-0.23660083,0.2704186,-0.42011577,-0.005854729,0.16981477,-0.70234805,0.5882014,0.21613272,-0.118645765,-0.91381097,-0.83026254,0.39361277,1.7507502,1.0268368,-0.10622346,1.494015,-0.4367915,-0.26915905,1.1385342,-1.3560473,0.28055742,-0.84805954,1.907624,0.63621986,-0.30483875,-0.14050922,-1.0777155,0.67721796,0.09249948
V::ALK,0.7268768,-0.20245756,-0.036074467,-0.40367717,-0.9003344,-0.010346676,0.00057206827,-0.07126219,-0.31594428,-0.07905741,0.20859507,-0.46561235,-0.13050419,0.23425454,0.12614204,0.30176422,0.10717222,-0.4824549,0.990553,-0.72160363,0.21877275,-0.20257974,0.29388657,0.0338662,-0.636117,-0.18017808,0.48054746,0.16583005,-0.051263798,0.9259015,0.047432993,-1.0873902,0.14494775,-0.7218943,-0.31402817,0.31201345,1.0291193,0.28872332,0.4340783,-0.21245047,-0.50823987,0.7880113,0.25090295,-0.036579467,-0.004029888,-0.6222919,-0.19507642,0.124465615,-0.18934287,-1.0577149,0.50751615,0.023401562,0.65965396,0.10165469,-0.408499,-0.62783295,-0.38149527,0.018033281,0.3849822,-0.034114674,-0.54967946,0.007522378,-0.35957652,-0.3297173
V::ALK_Fusion,-1.2525634,-0.1589659,-1.0497816,-1.4096601,1.1531129,0.6755248,-0.25901946,-0.015649877,0.5898225,0.05122587,-1.0265051,-0.40983835,-0.6087178,-0.055891626,-1.1224515,-1.2652514,1.0756328,-0.02218012,-0.33467233,-0.34212044,0.6146557,-0.08249997,0.26068318,-0.38709107,-0.019828118,0.32524857,0.60468966,0.19848423,-0.07443545,-0.27832413,0.4212036,0.20120667,0.6633777,-0.4415482,0.48195106,0.25148806,-0.45533553,-0.03908039,-0.052052896,0.38845462,-0.34235945,-1.2319263,-0.11353564,-0.11986738,-0.23676373,0.73099136,0.48107815,0.34141105,0.6070476,-1.7022495,-0.4861445,-0.89363664,0.9714897,0.6411022,0.010986492,-2.4976034,-0.18984263,0.14003906,0.8670218,0.14181735,0.06454596,-0.77254325,-0.050556358,-0.24493119
EGFR_Amplification,-0.21254621,-0.3303081,-0.338272,0.62573147,-0.05228003,0.02654384,-0.08333281,1.0666703,0.4190878,0.08671588,-0.19653833,-0.6383946,0.78104115,0.08605294,-0.01317568,-0.002777886,0.045389056,-0.0552,0.49834716,-0.01666003,-0.33428416,-0.17782755,0.18013383,0.24300644,0.00514601,0.23548679,-0.2543875,-0.06288849,-0.05686244,0.08715187,0.24580456,-0.3640495,0.5223289,0.45781726,-0.6105529,-0.00790548,0.048204444,1.202095,-0.87098044,-0.22704345,-0.3323981,-0.20113938,-0.24912456,0.11962033,0.21302877,0.21838804,0.545612,-0.39468917,-0.19632788,0.15656292,0.38640594,0.56147575,0.13934709,0.120565124,-0.52995896,-0.11002353,-0.49375102,-0.3229106,0.21142405,-0.1300041,-1.1260121,-0.85190845,-0.5184246,0.018243186
